Hospital Name,Overall rating
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,3.0
RIVERSIDE WALTER REED HOSPITAL,3.0
RIVERTON HOSPITAL,4.0
RIVERVIEW HEALTH,4.0
RIVERVIEW HOSPITAL,4.0
RIVERVIEW MEDICAL CENTER,3.0
RIVERVIEW REGIONAL MEDICAL CENTER,3.0
RIVERWOOD HEALTHCARE CENTER,4.0
RMC JACKSONVILLE,3.0
ROANE GENERAL HOSPITAL,3.0
ROANE MEDICAL CENTER,3.0
ROBERT PACKER HOSPITAL,2.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,2.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,2.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,1.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,2.0
ROCHELLE COMMUNITY HOSPITAL,4.0
ROCHESTER GENERAL HOSPITAL,3.0
ROCK COUNTY HOSPITAL,
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,3.0
ROCKDALE MEDICAL CENTER,2.0
ROCKEFELLER UNIVERSITY HOSPITAL,
ROCKFORD MEMORIAL HOSPITAL,3.0
ROCKVILLE GENERAL HOSPITAL,3.0
ROGER MILLS MEMORIAL HOSPITAL,
ROGER WILLIAMS MEDICAL CENTER,3.0
ROLLING PLAINS MEMORIAL HOSPITAL,4.0
ROLLINS BROOK COMMUNITY HOSPITAL,4.0
"ROME MEMORIAL HOSPITAL, INC",2.0
RONALD REAGAN U C L A MEDICAL CENTER,3.0
ROOKS COUNTY HEALTH CENTER,
ROOSEVELT GENERAL HOSPITAL,3.0
ROOSEVELT MEDICAL CENTER,
ROPER HOSPITAL,5.0
ROSE MEDICAL CENTER,4.0
ROSEBUD HEALTH CARE CENTER,
ROSELAND COMMUNITY HOSPITAL,2.0
ROUND ROCK MEDICAL CENTER,4.0
ROUNDUP MEMORIAL HEALTHCARE,
ROXBOROUGH MEMORIAL HOSPITAL,3.0
"ROY LESTER SCHNEIDER HOSPITAL,THE",2.0
RUBY VALLEY HOSPITAL,
RUMFORD  HOSPITAL,3.0
RUSH COUNTY MEMORIAL HOSPITAL,
RUSH FOUNDATION HOSPITAL,2.0
RUSH MEMORIAL HOSPITAL,3.0
RUSH OAK PARK HOSPITAL,4.0
RUSH UNIVERSITY MEDICAL CENTER,4.0
RUSK COUNTY MEMORIAL HOSPITAL,3.0
RUSSELL COUNTY HOSPITAL,2.0
RUSSELL COUNTY MEDICAL CENTER,3.0
RUSSELL HOSPITAL,3.0
RUSSELL REGIONAL HOSPITAL,
RUSSELLVILLE HOSPITAL,3.0
RUTHERFORD REGIONAL MEDICAL CENTER,3.0
RUTLAND REGIONAL MEDICAL CENTER,4.0
RYDER MEMORIAL HOSPITAL INC,
"Rothman Orthopaedic Specialty Hospital, LLC",
SABETHA COMMUNITY HOSPITAL,
SABINE COUNTY HOSPITAL,
SABINE MEDICAL CENTER,3.0
SACRED HEART HOSPITAL,3.3333333333333335
SACRED HEART HOSPITAL ON THE EMERALD COAST,4.0
SACRED HEART HOSPITAL ON THE GULF,4.0
SACRED HEART MEDICAL CENTER - RIVERBEND,3.0
SACRED HEART UNIVERSITY DISTRICT,2.0
SADDLEBACK MEMORIAL MEDICAL CENTER,4.0
SAGE MEMORIAL HOSPITAL,
SAGEWEST HEALTH CARE,3.0
SAINT AGNES HOSPITAL,
SAINT AGNES MEDICAL CENTER,2.0
"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",4.0
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,4.0
"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",4.0
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,3.0
SAINT ANNE'S HOSPITAL,4.0
SAINT ANTHONY HOSPITAL,3.0
SAINT ANTHONY MEDICAL CENTER,3.0
SAINT BARNABAS MEDICAL CENTER,2.0
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,2.0
SAINT FRANCIS BARTLETT MEDICAL CENTER,3.0
SAINT FRANCIS HOSPITAL MUSKOGEE,2.0
"SAINT FRANCIS HOSPITAL SOUTH, LLC",3.0
"SAINT FRANCIS HOSPITAL, INC",3.0
SAINT FRANCIS MEDICAL CENTER,3.0
SAINT FRANCIS MEMORIAL HOSPITAL,3.0
SAINT JAMES HOSPITAL,4.0
SAINT JOHN HOSPITAL,4.0
SAINT JOSEPH BEREA,3.0
SAINT JOSEPH EAST,2.0
SAINT JOSEPH HOSPITAL,3.0
SAINT JOSEPH LONDON,3.0
SAINT JOSEPH MARTIN,4.0
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,4.0
SAINT JOSEPH MOUNT STERLING,3.0
SAINT JOSEPH REGIONAL MEDICAL CENTER,4.0
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,3.0
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",3.0
SAINT LOUISE REGIONAL HOSPITAL,3.0
SAINT LUKE'S CUSHING HOSPITAL,4.0
SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,4.0
SAINT LUKE'S SOUTH HOSPITAL,4.0
SAINT LUKES NORTHLAND HOSPITAL,3.0
SAINT MARY'S HEALTH CARE,4.0
SAINT MARY'S REGIONAL MEDICAL CENTER,3.0
SAINT MARY'S STANDISH COMMUNITY HOSPITAL,4.0
SAINT MARYS HOSPITAL,3.0
SAINT MICHAEL'S MEDICAL CENTER,2.0
SAINT PETER'S UNIVERSITY HOSPITAL,2.0
SAINT THOMAS DEKALB HOSPITAL,4.0
SAINT THOMAS HICKMAN HOSPITAL,
SAINT THOMAS HIGHLANDS HOSPITAL,3.0
SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,
SAINT THOMAS MIDTOWN HOSPITAL,4.0
SAINT THOMAS RIVER PARK HOSPITAL,3.0
SAINT THOMAS RUTHERFORD HOSPITAL,3.0
SAINT THOMAS STONES RIVER HOSPITAL,3.0
SAINT THOMAS WEST HOSPITAL,4.0
SAINT VINCENT HOSPITAL,3.0
SAINT VINCENT MEDICAL CENTER,4.0
SAKAKAWEA MEDICAL CENTER - CAH,
SALEM HEALTH WEST VALLEY,
SALEM HOSPITAL,3.0
SALEM MEMORIAL DISTRICT HOSPITAL,
SALEM REGIONAL MEDICAL CENTER,3.0
SALEM TOWNSHIP HOSPITAL,3.0
SALINA REGIONAL HEALTH CENTER,3.0
SALINA SURGICAL HOSPITAL,
SALINAS VALLEY MEMORIAL HOSPITAL,4.0
SALINE MEMORIAL HOSPITAL,3.0
SALT LAKE REGIONAL MEDICAL CENTER,3.0
SAMARITAN ALBANY GENERAL HOSPITAL,2.0
SAMARITAN HOSPITAL,2.5
SAMARITAN LEBANON COMMUNITY HOSPITAL,3.0
SAMARITAN MEDICAL CENTER,2.0
SAMARITAN NORTH LINCOLN HOSPITAL,3.0
SAMARITAN PACIFIC COMMUNITY HOSPITAL,3.0
SAME DAY SURGERY CENTER LLC,
SAMPSON REGIONAL MEDICAL CENTER,3.0
SAMUEL MAHELONA MEMORIAL HOSPITAL,
SAMUEL SIMMONDS MEMORIAL HOSPITAL,
SAN ANGELO COMMUNITY MEDICAL CENTER,3.0
SAN ANTONIO REGIONAL HOSPITAL,2.0
SAN CARLOS APACHE HEALTHCARE,
SAN DIMAS COMMUNITY HOSPITAL,3.0
SAN FRANCISCO GENERAL HOSPITAL,1.0
SAN GABRIEL VALLEY MEDICAL CENTER,4.0
SAN GORGONIO MEMORIAL HOSPITAL,2.0
SAN JOAQUIN COMMUNITY HOSPITAL,2.0
SAN JOAQUIN GENERAL HOSPITAL,2.0
SAN JUAN HOSPITAL,
SAN JUAN MUNICIPAL HOSPITAL,
SAN JUAN REGIONAL MEDICAL CENTER,2.0
SAN LEANDRO HOSPITAL,2.0
SAN LUIS VALLEY HEALTH,3.0
SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,
SAN LUKE'S MEMORIAL HOSPITAL INC,2.0
SAN MATEO MEDICAL CENTER,3.0
SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL,3.0
SAN RAMON REGIONAL MEDICAL CTR,3.0
SANDHILLS REGIONAL MEDICAL CENTER,4.0
SANFORD ABERDEEN MEDICAL CENTER,4.0
SANFORD BAGLEY MEDICAL CENTER,
SANFORD BEMIDJI MEDICAL CENTER,3.0
SANFORD CANBY MEDICAL CENTER,
SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,
SANFORD CHAMBERLAIN MEDICAL CENTER,
SANFORD CLEAR LAKE MEDICAL CENTER,
SANFORD HILLSBORO,
SANFORD HOSPITAL WEBSTER - CAH,
SANFORD JACKSON MEDICAL CENTER,
SANFORD LUVERNE MEDICAL CENTER,4.0
SANFORD MAYVILLE,
SANFORD MEDICAL CENTER BISMARCK,3.0
SANFORD MEDICAL CENTER FARGO,3.0
SANFORD MEDICAL CENTER THIEF RIVER FALLS,3.0
SANFORD MEDICAL CENTER WHEATON,
SANFORD ROCK RAPIDS MEDICAL CENTER,
SANFORD SHELDON MEDICAL CENTER,3.0
SANFORD TRACY MEDICAL CENTER,
SANFORD USD MEDICAL CENTER,4.0
SANFORD VERMILLION HOSPITAL,
SANFORD WESTBROOK MEDICAL CENTER,
SANFORD WORTHINGTON MEDICAL CENTER,4.0
SANPETE VALLEY HOSPITAL - CAH,
SANTA BARBARA COTTAGE HOSPITAL,5.0
SANTA CLARA VALLEY MEDICAL CENTER,2.0
SANTA FE PHS INDIAN HOSPITAL,
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,4.0
SANTA ROSA CLINIC,
SANTA ROSA MEDICAL CENTER,3.0
SANTA ROSA MEMORIAL HOSPITAL,4.0
SANTA YNEZ VALLEY COTTAGE HOSPITAL,3.0
SANTIAM HOSPITAL,3.0
SARAH BUSH LINCOLN HEALTH CENTER,3.0
SARAH D CULBERTSON MEMORIAL HOSPITAL,
SARASOTA MEMORIAL HOSPITAL,5.0
SARATOGA HOSPITAL,3.0
SARTORI MEMORIAL HOSPITAL,3.0
SATANTA DISTRICT HOSPITAL,
SAUK PRAIRIE HOSPITAL,5.0
SAUNDERS MEDICAL CENTER,
SAVOY MEDICAL CENTER,3.0
SCENIC MOUNTAIN MEDICAL CENTER,2.0
SCHEURER HOSPITAL,4.0
SCHLEICHER COUNTY MEDICAL CENTER,
SCHNECK MEDICAL CENTER,5.0
SCHOOLCRAFT MEMORIAL HOSPITAL,4.0
"SCHUYLER HOSPITAL, INC",3.0
SCOTLAND COUNTY  HOSPITAL,2.0
SCOTLAND MEMORIAL HOSPITAL,4.0
SCOTT & WHITE HOSPITAL BRENHAM,3.0
SCOTT & WHITE HOSPITAL-ROUND ROCK,4.0
SCOTT & WHITE MEDICAL CENTER - TEMPLE,4.0
SCOTT COUNTY HOSPITAL,
SCOTT MEMORIAL HOSPITAL,3.0
SCOTT REGIONAL HOSPITAL CAH,4.0
SCOTTSDALE OSBORN MEDICAL CENTER,3.0
SCOTTSDALE SHEA MEDICAL CENTER,3.0
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,4.0
SCRIPPS GREEN HOSPITAL,5.0
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,4.0
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,5.0
SCRIPPS MERCY HOSPITAL,3.0
SEATTLE CHILDREN'S HOSPITAL,
SEBASTIAN RIVER MEDICAL CENTER,3.0
SEBASTICOOK VALLEY HEALTH,3.0
SEDAN CITY HOSPITAL,
SEDGWICK COUNTY MEMORIAL HOSPITAL,
SEILING MUNICIPAL HOSPITAL,
SELBY GENERAL HOSPITAL,3.0
SELF REGIONAL HEALTHCARE,3.0
SELLS HOSPITAL,
SENECA DISTRICT HOSPITAL,
SENTARA ALBEMARLE MEDICAL CENTER,3.0
SENTARA CAREPLEX HOSPITAL,3.0
SENTARA HALIFAX REGIONAL HOSPITAL,3.0
SENTARA LEIGH HOSPITAL,4.0
SENTARA NORFOLK GENERAL HOSPITAL,3.0
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2.0
SENTARA OBICI HOSPITAL,4.0
SENTARA PRINCESS ANNE HOSPITAL,4.0
SENTARA RMH MEDICAL CENTER,3.0
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,3.0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,4.0
SEQUOIA HOSPITAL,4.0
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,4.0
SETON EDGAR B DAVIS HOSPITAL,3.0
SETON HIGHLAND LAKES,3.0
SETON MEDICAL CENTER,2.0
SETON MEDICAL CENTER AUSTIN,3.0
SETON MEDICAL CENTER HARKER HEIGHTS,4.0
SETON MEDICAL CENTER HAYS,4.0
SETON MEDICAL CENTER WILLIAMSON,3.0
SETON NORTHWEST HOSPITAL,4.0
SETON SMITHVILLE REGIONAL HOSPITAL,3.0
SETON SOUTHWEST HOSPITAL,
SEVEN RIVERS REGIONAL MEDICAL CENTER,2.0
SEVIER VALLEY MEDICAL CENTER,4.0
SEYMOUR HOSPITAL,4.0
SGMC BERRIEN CAMPUS,
SGMC LANIER CAMPUS,
SHAMROCK GENERAL HOSPITAL,
SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,3.0
SHANDS LIVE OAK REGIONAL MEDICAL CENTER,3.0
SHANDS STARKE REGIONAL MEDICAL CENTER,3.0
SHANNON MEDICAL CENTER,4.0
SHARE MEDICAL CENTER,
SHARKEY ISSAQUENA COMMUNITY HOSPITAL,
SHARON HOSPITAL,3.0
SHARON REGIONAL HEALTH SYSTEM,2.0
SHARP CHULA VISTA MEDICAL CENTER,4.0
SHARP CORONADO HOSPITAL AND HLTHCR CTR,4.0
SHARP MEMORIAL HOSPITAL,4.0
SHASTA REGIONAL MEDICAL CENTER,4.0
SHAWNEE MISSION MEDICAL CENTER,5.0
SHELBY BAPTIST MEDICAL CENTER,3.0
SHELBY MEMORIAL HOSPITAL,3.0
SHENANDOAH MEDICAL CENTER,3.0
SHENANDOAH MEMORIAL HOSPITAL,4.0
SHERIDAN COMMUNITY HOSPITAL,3.0
SHERIDAN COUNTY HOSPITAL,
SHERIDAN MEMORIAL HOSPITAL,3.0
SHERIDAN MEMORIAL HOSPTIAL,
SHERMAN HOSPITAL,4.0
SHERMAN OAKS HOSPITAL,2.0
SHOALS HOSPITAL,3.0
SHORE MEDICAL CENTER,4.0
SHOSHONE MEDICAL CENTER,
SHRINERS HOSPITAL FOR CHILDREN,
SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,
SHRINERS HOSPITALS FOR CHILDREN,
SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,
SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,
SHRINERS HOSPITALS FOR CHILDREN - S L C,
SHRINERS HOSPITALS FOR CHILDREN - TWIN CITIES,
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,
SHRINERS HOSPITALS FOR CHILDREN-TAMPA,
SHRINERS' HOSPITAL FOR CHILDREN (THE),
"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",
SIBLEY MEMORIAL HOSPITAL,3.0
SIDNEY HEALTH CENTER,3.0
SIDNEY REGIONAL MEDICAL CENTER,3.0
SIERRA MEDICAL CENTER,2.0
SIERRA NEVADA MEMORIAL HOSPITAL,3.0
SIERRA PROVIDENCE EAST MEDICAL CENTER,2.0
SIERRA VIEW MEDICAL CENTER,2.0
SIERRA VISTA HOSPITAL,
SIERRA VISTA REGIONAL MEDICAL CENTER,3.0
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,3.0
SILOAM SPRINGS REGIONAL HOSPITAL,3.0
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,4.0
SILVER LAKE MEDICAL CENTER,4.0
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2.0
SIMPSON GENERAL HOSPITAL CAH,3.0
SINAI HOSPITAL OF BALTIMORE,
SINAI-GRACE HOSPITAL,1.0
SINGING RIVER HOSPITAL,2.0
SIOUX CENTER HEALTH,
SIOUX FALLS SPECIALTY HOSPITAL LLP,
SISTERS OF CHARITY HOSPITAL,3.0
SISTERSVILLE GENERAL HOSPITAL,
SITKA COMMUNITY HOSPITAL,
SKAGIT VALLEY HOSPITAL,3.0
SKIFF MEDICAL CENTER,3.0
SKY LAKES MEDICAL CENTER,3.0
SKY RIDGE MEDICAL CENTER,4.0
SKYLINE HOSPITAL,4.0
SLEEPY EYE MUNICIPAL HOSPITAL,4.0
SLIDELL MEMORIAL HOSPITAL,3.0
SMITH COUNTY MEMORIAL HOSPITAL,4.0
SMYTH COUNTY COMMUNITY HOSPITAL,3.0
SNOQUALMIE VALLEY HOSPITAL,
SOCORRO GENERAL HOSPITAL,
SOIN MEDICAL CENTER,3.0
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,3.0
SOMERSET HOSPITAL,2.0
SONOMA DEVELOPMENTAL CENTER,
SONOMA VALLEY HOSPITAL,4.0
SONOMA WEST MEDICAL CENTER,
SONORA REGIONAL MEDICAL CENTER,3.0
SOUTH BALDWIN REGIONAL MEDICAL CENTER,3.0
SOUTH BAY HOSPITAL,1.0
SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,
SOUTH CAMERON MEMORIAL HOSPITAL,
SOUTH CENTRAL KS  MED CENTER,3.0
SOUTH CENTRAL REG MED CTR,1.0
SOUTH COAST GLOBAL MEDICAL CENTER,2.0
SOUTH COUNTY HOSPITAL INC,5.0
SOUTH FLORIDA BAPTIST HOSPITAL,3.0
SOUTH GEORGIA MEDICAL CENTER,3.0
SOUTH LAKE HOSPITAL,2.0
SOUTH LINCOLN MEDICAL CENTER - CAH,
SOUTH LYON MEDICAL CENTER,
SOUTH MIAMI HOSPITAL,3.0
SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,
SOUTH NASSAU COMMUNITIES HOSPITAL,2.0
SOUTH PENINSULA HOSPITAL,
SOUTH POINTE HOSPITAL,3.0
SOUTH SHORE HOSPITAL,2.5
SOUTH SUNFLOWER COUNTY HOSPITAL,3.0
SOUTH TEXAS HEALTH SYSTEM,3.0
SOUTH TEXAS REGIONAL MEDICAL CENTER,3.0
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,
SOUTH TEXAS SURGICAL HOSPITAL,4.0
SOUTHAMPTON HOSPITAL,2.0
SOUTHAMPTON MEMORIAL HOSPITAL,3.0
"SOUTHCOAST HOSPITAL GROUP, INC",3.0
SOUTHEAST ALABAMA MEDICAL CENTER,3.0
SOUTHEAST COLORADO HOSPITAL,
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,3.0
SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,3.0
SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,3.0
SOUTHEAST MICHIGAN SURGICAL HOSPITAL,
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,3.0
SOUTHEASTERN REGIONAL MEDICAL CENTER,3.0
SOUTHEASTHEALTH,2.0
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,3.0
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,3.0
SOUTHERN COOS HOSPITAL & HEALTH CENTER,
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,3.0
SOUTHERN INYO HOSPITAL,
SOUTHERN MAINE HEALTH CARE,3.0
SOUTHERN NH MEDICAL CENTER,4.0
SOUTHERN OCEAN MEDICAL CENTER,3.0
SOUTHERN OHIO MEDICAL CENTER,4.0
SOUTHERN REGIONAL MEDICAL CENTER,2.0
SOUTHERN SURGICAL HOSPITAL,
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,4.0
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,4.0
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,2.0
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,2.0
"SOUTHSIDE COMMUNITY HOSPITAL, INC",3.0
SOUTHSIDE HOSPITAL,1.0
SOUTHSIDE REGIONAL MEDICAL CENTER,2.0
SOUTHWEST GENERAL HEALTH CENTER,4.0
SOUTHWEST GENERAL HOSPITAL,2.0
SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,
SOUTHWEST HEALTH CENTER,4.0
SOUTHWEST HEALTHCARE SERVICES,
SOUTHWEST HEALTHCARE SYSTEM,2.0
SOUTHWEST MEDICAL CENTER,3.0
SOUTHWEST MEMORIAL HOSPITAL,3.0
SOUTHWEST MS REGIONAL MEDICAL CENTER,2.0
SOUTHWESTERN MEDICAL CENTER,3.0
"SOUTHWESTERN REGIONAL MEDICAL CENTER, INC",4.0
SOUTHWESTERN VERMONT MEDICAL CENTER,4.0
SPANISH PEAKS REGIONAL HEALTH CENTER,3.0
SPARKS MEDICAL CENTER - VAN BUREN,3.0
SPARKS REGIONAL MEDICAL CENTER,2.0
SPARROW CARSON HOSPITAL,3.0
SPARROW CLINTON HOSPITAL,4.0
SPARROW IONIA HOSPITAL,3.0
SPARTA COMMUNITY HOSPITAL,
SPARTANBURG MEDICAL CENTER,3.0
SPEARE MEMORIAL HOSPITAL,3.0
SPEARFISH REGIONAL HOSPITAL,4.0
SPECIALISTS HOSPITAL SHREVEPORT,
SPECTRUM HEALTH - BUTTERWORTH CAMPUS,3.0
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,3.0
SPECTRUM HEALTH GERBER MEMORIAL,4.0
SPECTRUM HEALTH KELSEY HOSPITAL,3.0
SPECTRUM HEALTH LUDINGTON HOSPITAL,4.0
SPECTRUM HEALTH PENNOCK,3.0
SPECTRUM HEALTH REED CITY HOSPITAL,4.0
SPECTRUM HEALTH UNITED HOSPITAL,5.0
SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,4.0
SPENCER MUNICIPAL HOSPITAL,4.0
SPOONER HEALTH SYSTEM,3.0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,3.0
SPRING VALLEY HOSPITAL MEDICAL CENTER,2.0
SPRING VIEW HOSPITAL,3.0
SPRINGFIELD HOSPITAL,2.0
SPRINGFIELD REGIONAL MEDICAL CENTER,3.0
SPRINGHILL MEDICAL CENTER,4.0
SPRINGHILL MEMORIAL HOSPITAL,2.0
SPRINGS MEMORIAL HOSPITAL,2.0
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,2.0
SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,3.0
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,1.0
SSM HEALTH ST CLARE HOSPITAL - BARABOO,4.0
SSM HEALTH ST CLARE HOSPITAL - FENTON,3.0
SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE,4.0
SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,2.0
SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,4.0
SSM HEALTH ST MARY'S HOSPITAL - MADISON,5.0
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,3.0
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,4.0
SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,4.0
SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,3.0
ST AGNES HOSPITAL,3.0
ST ALEXIUS HOSPITAL,2.0
ST ALEXIUS MEDICAL CENTER,4.0
ST ALOISIUS MEDICAL CENTER,
ST ANDREWS HEALTH CENTER - CAH,
ST ANDREWS HOSPITAL,4.0
ST ANTHONY COMMUNITY HOSPITAL,3.0
ST ANTHONY HOSPITAL,3.3333333333333335
ST ANTHONY NORTH HEALTH CAMPUS,4.0
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,4.0
ST ANTHONY SHAWNEE HOSPITAL,2.0
ST ANTHONY SUMMIT MEDICAL CENTER,4.0
ST ANTHONY'S MEDICAL CENTER,1.0
ST ANTHONYS HOSPITAL,2.0
ST ANTHONYS MEMORIAL HOSPITAL,4.0
ST BARNABAS HOSPITAL,2.0
ST BERNARD HOSPITAL,2.0
ST BERNARD PARISH HOSPITAL,3.0
ST BERNARDINE MEDICAL CENTER,2.0
ST BERNARDS MEDICAL CENTER,1.0
ST CATHERINE HOSPITAL,3.0
ST CATHERINE HOSPITAL INC,5.0
ST CATHERINE OF SIENA HOSPITAL,2.0
ST CHARLES - MADRAS,3.0
ST CHARLES HOSPITAL,3.0
ST CHARLES MEDICAL CENTER - BEND,3.0
ST CHARLES MEDICAL CENTER - REDMOND,4.0
ST CHARLES PARISH HOSPITAL,3.0
ST CHARLES PRINEVILLE,4.0
ST CHARLES SURGICAL HOSPITAL LLC,
ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,
ST CLAIR HOSPITAL,4.0
ST CLAIRE REGIONAL MEDICAL CENTER,2.0
ST CLARE HOSPITAL,3.0
ST CLARES HOSPITAL OF WESTON,3.0
ST CLOUD HOSPITAL,4.0
ST CLOUD REGIONAL MEDICAL CENTER,2.0
ST CROIX REGIONAL MEDICAL CENTER,3.0
ST DAVID'S MEDICAL CENTER,5.0
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,4.0
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,3.0
ST ELIZABETH BOARDMAN HEALTH CENTER,2.0
ST ELIZABETH COMMUNITY HOSPITAL,3.0
ST ELIZABETH FLORENCE,3.0
ST ELIZABETH FT THOMAS,4.0
ST ELIZABETH GRANT,3.0
ST ELIZABETH HOSPITAL,3.25
ST ELIZABETH MEDICAL CENTER,2.0
ST ELIZABETH MEDICAL CENTER NORTH,4.0
ST ELIZABETH OWEN,
ST ELIZABETH YOUNGSTOWN HOSPITAL,1.0
ST ELIZABETH'S MEDICAL CENTER,3.0
ST FRANCIS COMMUNITY HOSPITAL,3.0
ST FRANCIS HEALTH CENTER INC,3.0
ST FRANCIS HOSPITAL,3.5
ST FRANCIS HOSPITAL & MEDICAL CENTER,3.0
"ST FRANCIS HOSPITAL, ROSLYN",4.0
ST FRANCIS MEDICAL CENTER,3.0
ST FRANCIS MEMORIAL HOSPITAL,4.0
ST FRANCIS REGIONAL MEDICAL CENTER,3.0
ST FRANCIS-DOWNTOWN,4.0
ST GABRIELS HOSPITAL,3.0
ST HELENA HOSPITAL,3.0
ST HELENA HOSPITAL-CLEARLAKE,2.0
ST HELENA PARISH HOSPITAL,
ST JAMES HEALTHCARE,3.0
ST JAMES MERCY HOSPITAL,3.0
ST JAMES PARISH HOSPITAL,3.0
"ST JOHN BROKEN ARROW, INC",4.0
ST JOHN HOSPITAL AND MEDICAL CENTER,2.0
ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,2.0
ST JOHN MEDICAL CENTER,4.0
"ST JOHN MEDICAL CENTER, INC",2.0
ST JOHN OWASSO,3.0
ST JOHN RIVER DISTRICT HOSPITAL,3.0
"ST JOHN SAPULPA, INC",
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,1.0
ST JOHN'S RIVERSIDE HOSPITAL,3.0
ST JOHNS HOSPITAL,3.0
ST JOHNS MEDICAL CENTER,4.0
ST JOHNS PLEASANT VALLEY HOSPITAL,3.0
ST JOHNS REGIONAL MEDICAL CENTER,2.0
ST JOSEPH HOSPITAL,2.857142857142857
ST JOSEPH MEDICAL CENTER,3.1666666666666665
ST JOSEPH MEMORIAL HOSPITAL,3.0
ST JOSEPH MERCY CHELSEA,5.0
ST JOSEPH MERCY HOSPITAL,2.0
ST JOSEPH MERCY OAKLAND,3.0
